# t theta1 omega1 theta2 omega2 E_kin E_pot E_total
0.00000 1.50000 0.00000 1.50000 0.00000 0.00000 -2.08180 -2.08180
0.01000 1.49951 -0.09785 1.50000 -0.00000 0.00958 -2.09137 -2.08180
0.02000 1.49804 -0.19569 1.50000 -0.00002 0.03830 -2.12009 -2.08180
0.03000 1.49560 -0.29350 1.50000 -0.00007 0.08616 -2.16796 -2.08180
0.04000 1.49217 -0.39126 1.50000 -0.00017 0.15315 -2.23494 -2.08180
0.05000 1.48777 -0.48894 1.50000 -0.00037 0.23924 -2.32104 -2.08180
0.06000 1.48239 -0.58651 1.49999 -0.00071 0.34441 -2.42620 -2.08180
0.07000 1.47604 -0.68393 1.49998 -0.00125 0.46861 -2.55041 -2.08180
0.08000 1.46872 -0.78114 1.49996 -0.00207 0.61180 -2.69360 -2.08180
0.09000 1.46042 -0.87808 1.49994 -0.00330 0.77392 -2.85572 -2.08180
0.10000 1.45116 -0.97466 1.49990 -0.00504 0.95488 -3.03668 -2.08180
0.11000 1.44093 -1.07078 1.49983 -0.00748 1.15459 -3.23639 -2.08180
0.12000 1.42974 -1.16633 1.49974 -0.01078 1.37294 -3.45473 -2.08180
0.13000 1.41760 -1.26118 1.49962 -0.01518 1.60978 -3.69157 -2.08180
0.14000 1.40452 -1.35517 1.49944 -0.02092 1.86494 -3.94674 -2.08180
0.15000 1.39050 -1.44814 1.49919 -0.02828 2.13824 -4.22003 -2.08180
0.16000 1.37556 -1.53991 1.49886 -0.03757 2.42944 -4.51123 -2.08180
0.17000 1.35971 -1.63027 1.49843 -0.04911 2.73828 -4.82007 -2.08180
0.18000 1.34296 -1.71901 1.49787 -0.06328 3.06446 -5.14625 -2.08180
0.19000 1.32534 -1.80591 1.49716 -0.08042 3.40765 -5.48944 -2.08180
0.20000 1.30685 -1.89075 1.49625 -0.10094 3.76746 -5.84926 -2.08180
0.21000 1.28753 -1.97329 1.49513 -0.12520 4.14348 -6.22528 -2.08180
0.22000 1.26739 -2.05332 1.49374 -0.15360 4.53526 -6.61705 -2.08180
0.23000 1.24647 -2.13060 1.49204 -0.18650 4.94228 -7.02407 -2.08180
0.24000 1.22479 -2.20493 1.48999 -0.22425 5.36401 -7.44580 -2.08180
0.25000 1.20238 -2.27610 1.48754 -0.26717 5.79987 -7.88167 -2.08180
0.26000 1.17928 -2.34394 1.48463 -0.31555 6.24925 -8.33104 -2.08180
0.27000 1.15552 -2.40827 1.48121 -0.36964 6.71149 -8.79329 -2.08180
0.28000 1.13113 -2.46896 1.47722 -0.42965 7.18593 -9.26773 -2.08180
0.29000 1.10615 -2.52586 1.47259 -0.49573 7.67186 -9.75366 -2.08180
0.30000 1.08062 -2.57887 1.46728 -0.56801 8.16855 -10.25034 -2.08180
0.31000 1.05459 -2.62788 1.46121 -0.64654 8.67525 -10.75704 -2.08180
0.32000 1.02808 -2.67281 1.45433 -0.73135 9.19119 -11.27299 -2.08180
0.33000 1.00114 -2.71357 1.44656 -0.82242 9.71561 -11.79741 -2.08180
0.34000 0.97382 -2.75009 1.43786 -0.91969 10.24771 -12.32950 -2.08180
0.35000 0.94616 -2.78229 1.42815 -1.02307 10.78669 -12.86848 -2.08180
0.36000 0.91819 -2.81009 1.41738 -1.13243 11.33174 -13.41354 -2.08180
0.37000 0.88997 -2.83341 1.40548 -1.24761 11.88207 -13.96387 -2.08180
0.38000 0.86154 -2.85216 1.39241 -1.36842 12.43687 -14.51866 -2.08180
0.39000 0.83294 -2.86622 1.37810 -1.49467 12.99532 -15.07711 -2.08180
0.40000 0.80423 -2.87550 1.36250 -1.62612 13.55661 -15.63841 -2.08180
0.41000 0.77545 -2.87986 1.34556 -1.76254 14.11994 -16.20174 -2.08180
0.42000 0.74665 -2.87917 1.32723 -1.90368 14.68450 -16.76629 -2.08180
0.43000 0.71788 -2.87328 1.30747 -2.04926 15.24948 -17.33128 -2.08180
0.44000 0.68920 -2.86205 1.28623 -2.19901 15.81408 -17.89587 -2.08180
0.45000 0.66066 -2.84531 1.26348 -2.35266 16.37749 -18.45928 -2.08180
0.46000 0.63231 -2.82292 1.23917 -2.50991 16.93890 -19.02070 -2.08180
0.47000 0.60422 -2.79472 1.21327 -2.67048 17.49750 -19.57930 -2.08180
0.48000 0.57644 -2.76056 1.18575 -2.83408 18.05247 -20.13427 -2.08180
0.49000 0.54903 -2.72033 1.15658 -3.00042 18.60297 -20.68476 -2.08180
0.50000 0.52205 -2.67392 1.12573 -3.16920 19.14814 -21.22994 -2.08180
0.51000 0.49557 -2.62126 1.09318 -3.34013 19.68711 -21.76891 -2.08180
0.52000 0.46965 -2.56233 1.05892 -3.51291 20.21896 -22.30075 -2.08180
0.53000 0.44435 -2.49717 1.02292 -3.68723 20.74272 -22.82451 -2.08180
0.54000 0.41973 -2.42587 0.98517 -3.86277 21.25738 -23.33917 -2.08179
0.55000 0.39585 -2.34863 0.94566 -4.03916 21.76184 -23.84364 -2.08179
0.56000 0.37277 -2.26575 0.90439 -4.21599 22.25494 -24.33674 -2.08179
0.57000 0.35055 -2.17768 0.86134 -4.39275 22.73540 -24.81720 -2.08179
0.58000 0.32923 -2.08502 0.81653 -4.56886 23.20182 -25.28362 -2.08179
0.59000 0.30886 -1.98858 0.76997 -4.74352 23.65268 -25.73447 -2.08179
0.60000 0.28947 -1.88943 0.72167 -4.91577 24.08630 -26.16809 -2.08180
0.61000 0.27108 -1.78892 0.67167 -5.08433 24.50085 -26.58264 -2.08180
0.62000 0.25369 -1.68872 0.62000 -5.24762 24.89434 -26.97614 -2.08180
0.63000 0.23730 -1.59088 0.56674 -5.40362 25.26465 -27.34645 -2.08180
0.64000 0.22186 -1.49781 0.51196 -5.54991 25.60953 -27.69132 -2.08180
0.65000 0.20732 -1.41227 0.45578 -5.68362 25.92664 -28.00843 -2.08180
0.66000 0.19358 -1.33728 0.39834 -5.80156 26.21367 -28.29547 -2.08180
0.67000 0.18053 -1.27596 0.33982 -5.90035 26.46839 -28.55019 -2.08180
0.68000 0.16800 -1.23126 0.28041 -5.97669 26.68880 -28.77060 -2.08180
0.69000 0.15584 -1.20574 0.22037 -6.02772 26.87322 -28.95502 -2.08180
0.70000 0.14382 -1.20122 0.15995 -6.05135 27.02042 -29.10222 -2.08180
0.71000 0.13174 -1.21857 0.09943 -6.04657 27.12974 -29.21154 -2.08180
0.72000 0.11938 -1.25756 0.03911 -6.01357 27.20107 -29.28287 -2.08180
0.73000 0.10652 -1.31695 -0.02075 -5.95369 27.23489 -29.31669 -2.08180
0.74000 0.09298 -1.39462 -0.07988 -5.86922 27.23218 -29.31398 -2.08180
0.75000 0.07857 -1.48784 -0.13806 -5.76308 27.19433 -29.27612 -2.08180
0.76000 0.06318 -1.59360 -0.19508 -5.63844 27.12299 -29.20478 -2.08180
0.77000 0.04667 -1.70884 -0.25078 -5.49846 27.01998 -29.10178 -2.08180
0.78000 0.02898 -1.83067 -0.30501 -5.34600 26.88718 -28.96898 -2.08180
0.79000 0.01004 -1.95649 -0.35766 -5.18360 26.72641 -28.80821 -2.08180
0.80000 -0.01016 -2.08404 -0.40865 -5.01334 26.53940 -28.62120 -2.08180
0.81000 -0.03164 -2.21143 -0.45791 -4.83694 26.32774 -28.40954 -2.08179
0.82000 -0.05438 -2.33709 -0.50538 -4.65573 26.09287 -28.17467 -2.08179
0.83000 -0.07837 -2.45978 -0.55101 -4.47080 25.83606 -27.91785 -2.08179
0.84000 -0.10356 -2.57849 -0.59478 -4.28298 25.55841 -27.64021 -2.08179
0.85000 -0.12992 -2.69247 -0.63666 -4.09297 25.26090 -27.34270 -2.08179
0.86000 -0.15739 -2.80113 -0.67664 -3.90135 24.94437 -27.02617 -2.08179
0.87000 -0.18592 -2.90404 -0.71469 -3.70862 24.60954 -26.69133 -2.08179
0.88000 -0.21545 -3.00091 -0.75081 -3.51527 24.25704 -26.33883 -2.08179
0.89000 -0.24592 -3.09152 -0.78499 -3.32175 23.88743 -25.96923 -2.08179
0.90000 -0.27726 -3.17576 -0.81724 -3.12854 23.50121 -25.58301 -2.08180
0.91000 -0.30942 -3.25357 -0.84757 -2.93612 23.09883 -25.18063 -2.08180
0.92000 -0.34231 -3.32493 -0.87597 -2.74503 22.68073 -24.76252 -2.08180
0.93000 -0.37589 -3.38986 -0.90247 -2.55580 22.24731 -24.32910 -2.08180
0.94000 -0.41009 -3.44836 -0.92710 -2.36904 21.79898 -23.88078 -2.08180
0.95000 -0.44484 -3.50049 -0.94986 -2.18537 21.33618 -23.41797 -2.08180
0.96000 -0.48008 -3.54624 -0.97082 -2.00547 20.85933 -22.94112 -2.08180
0.97000 -0.51574 -3.58562 -0.98999 -1.83006 20.36891 -22.45070 -2.08180
0.98000 -0.55177 -3.61858 -1.00743 -1.65990 19.86542 -21.94722 -2.08180
0.99000 -0.58809 -3.64506 -1.02321 -1.49580 19.34944 -21.43123 -2.08180
1.00000 -0.62465 -3.66494 -1.03737 -1.33859 18.82157 -20.90336 -2.08180
1.01000 -0.66137 -3.67804 -1.05000 -1.18913 18.28250 -20.36430 -2.08180
1.02000 -0.69819 -3.68417 -1.06118 -1.04830 17.73301 -19.81481 -2.08180
1.03000 -0.73503 -3.68308 -1.07100 -0.91696 17.17395 -19.25574 -2.08180
1.04000 -0.77182 -3.67453 -1.07956 -0.79594 16.60625 -18.68805 -2.08180
1.05000 -0.80849 -3.65826 -1.08696 -0.68598 16.03098 -18.11278 -2.08180
1.06000 -0.84496 -3.63403 -1.09332 -0.58775 15.44929 -17.53109 -2.08180
1.07000 -0.88115 -3.60168 -1.09875 -0.50174 14.86243 -16.94423 -2.08180
1.08000 -0.91697 -3.56109 -1.10339 -0.42827 14.27177 -16.35356 -2.08180
1.09000 -0.95234 -3.51229 -1.10736 -0.36742 13.67874 -15.76053 -2.08180
1.10000 -0.98719 -3.45542 -1.11078 -0.31905 13.08486 -15.16665 -2.08180
1.11000 -1.02142 -3.39074 -1.11378 -0.28275 12.49170 -14.57350 -2.08180
1.12000 -1.05498 -3.31866 -1.11648 -0.25786 11.90087 -13.98267 -2.08180
1.13000 -1.08777 -3.23972 -1.11897 -0.24352 11.31397 -13.39576 -2.08180
1.14000 -1.11975 -3.15455 -1.12138 -0.23868 10.73258 -12.81438 -2.08180
1.15000 -1.15085 -3.06385 -1.12378 -0.24218 10.15824 -12.24004 -2.08180
1.16000 -1.18101 -2.96838 -1.12625 -0.25278 9.59242 -11.67422 -2.08180
1.17000 -1.21020 -2.86888 -1.12885 -0.26921 9.03649 -11.11829 -2.08180
1.18000 -1.23838 -2.76610 -1.13165 -0.29025 8.49173 -10.57353 -2.08180
1.19000 -1.26551 -2.66073 -1.13467 -0.31474 7.95932 -10.04112 -2.08180
1.20000 -1.29159 -2.55341 -1.13795 -0.34162 7.44030 -9.52209 -2.08180
1.21000 -1.31658 -2.44470 -1.14150 -0.36996 6.93561 -9.01741 -2.08180
1.22000 -1.34048 -2.33509 -1.14535 -0.39892 6.44609 -8.52788 -2.08180
1.23000 -1.36328 -2.22501 -1.14948 -0.42783 5.97245 -8.05425 -2.08180
1.24000 -1.38498 -2.11480 -1.15390 -0.45610 5.51532 -7.59711 -2.08180
1.25000 -1.40557 -2.00474 -1.15860 -0.48328 5.07523 -7.15702 -2.08180
1.26000 -1.42507 -1.89506 -1.16356 -0.50902 4.65263 -6.73443 -2.08180
1.27000 -1.44348 -1.78593 -1.16878 -0.53304 4.24790 -6.32970 -2.08180
1.28000 -1.46079 -1.67748 -1.17422 -0.55517 3.86135 -5.94315 -2.08180
1.29000 -1.47703 -1.56979 -1.17987 -0.57530 3.49324 -5.57504 -2.08180
1.30000 -1.49219 -1.46292 -1.18572 -0.59336 3.14378 -5.22557 -2.08180
1.31000 -1.50629 -1.35691 -1.19173 -0.60935 2.81312 -4.89492 -2.08180
1.32000 -1.51933 -1.25175 -1.19790 -0.62331 2.50140 -4.58320 -2.08180
1.33000 -1.53133 -1.14744 -1.20419 -0.63530 2.20872 -4.29052 -2.08180
1.34000 -1.54228 -1.04394 -1.21060 -0.64542 1.93516 -4.01695 -2.08180
1.35000 -1.55221 -0.94122 -1.21710 -0.65379 1.68076 -3.76255 -2.08180
1.36000 -1.56111 -0.83923 -1.22367 -0.66055 1.44556 -3.52736 -2.08180
1.37000 -1.56900 -0.73791 -1.23030 -0.66584 1.22959 -3.31139 -2.08180
1.38000 -1.57587 -0.63718 -1.23698 -0.66983 1.03287 -3.11467 -2.08180
1.39000 -1.58174 -0.53699 -1.24369 -0.67270 0.85540 -2.93720 -2.08180
1.40000 -1.58661 -0.43724 -1.25043 -0.67461 0.69719 -2.77898 -2.08180
1.41000 -1.59049 -0.33787 -1.25718 -0.67574 0.55822 -2.64002 -2.08180
1.42000 -1.59337 -0.23880 -1.26394 -0.67628 0.43851 -2.52031 -2.08180
1.43000 -1.59527 -0.13993 -1.27071 -0.67641 0.33805 -2.41985 -2.08180
1.44000 -1.59617 -0.04119 -1.27747 -0.67630 0.25684 -2.33864 -2.08180
1.45000 -1.59609 0.05750 -1.28423 -0.67612 0.19487 -2.27667 -2.08180
1.46000 -1.59502 0.15623 -1.29099 -0.67605 0.15215 -2.23395 -2.08180
1.47000 -1.59296 0.25506 -1.29776 -0.67623 0.12868 -2.21048 -2.08180
1.48000 -1.58992 0.35408 -1.30452 -0.67681 0.12446 -2.20625 -2.08180
1.49000 -1.58588 0.45333 -1.31129 -0.67791 0.13948 -2.22128 -2.08180
1.50000 -1.58085 0.55287 -1.31808 -0.67965 0.17377 -2.25556 -2.08180
1.51000 -1.57482 0.65275 -1.32489 -0.68212 0.22731 -2.30910 -2.08180
1.52000 -1.56779 0.75299 -1.33173 -0.68538 0.30010 -2.38189 -2.08180
1.53000 -1.55976 0.85360 -1.33860 -0.68944 0.39213 -2.47392 -2.08180
1.54000 -1.55072 0.95458 -1.34552 -0.69431 0.50338 -2.58518 -2.08180
1.55000 -1.54067 1.05588 -1.35249 -0.69994 0.63384 -2.71563 -2.08180
1.56000 -1.52960 1.15744 -1.35952 -0.70621 0.78344 -2.86523 -2.08180
1.57000 -1.51752 1.25917 -1.36661 -0.71297 0.95213 -3.03393 -2.08180
1.58000 -1.50442 1.36094 -1.37378 -0.71999 1.13983 -3.22162 -2.08180
1.59000 -1.49030 1.46256 -1.38101 -0.72700 1.34641 -3.42821 -2.08180
1.60000 -1.47517 1.56384 -1.38832 -0.73362 1.57175 -3.65354 -2.08180
1.61000 -1.45903 1.66450 -1.39568 -0.73941 1.81564 -3.89744 -2.08180
1.62000 -1.44188 1.76426 -1.40310 -0.74387 2.07788 -4.15968 -2.08180
1.63000 -1.42375 1.86277 -1.41055 -0.74641 2.35820 -4.43999 -2.08180
1.64000 -1.40463 1.95965 -1.41802 -0.74638 2.65626 -4.73806 -2.08180
1.65000 -1.38456 2.05451 -1.42547 -0.74309 2.97170 -5.05350 -2.08180
1.66000 -1.36355 2.14694 -1.43287 -0.73582 3.30410 -5.38590 -2.08180
1.67000 -1.34163 2.23652 -1.44017 -0.72383 3.65297 -5.73477 -2.08180
1.68000 -1.31883 2.32284 -1.44733 -0.70639 4.01777 -6.09957 -2.08180
1.69000 -1.29519 2.40554 -1.45428 -0.68282 4.39793 -6.47973 -2.08180
1.70000 -1.27073 2.48429 -1.46096 -0.65250 4.79280 -6.87460 -2.08180
1.71000 -1.24551 2.55881 -1.46730 -0.61489 5.20173 -7.28352 -2.08180
1.72000 -1.21957 2.62892 -1.47323 -0.56956 5.62399 -7.70579 -2.08180
1.73000 -1.19295 2.69446 -1.47867 -0.51618 6.05888 -8.14067 -2.08180
1.74000 -1.16570 2.75536 -1.48353 -0.45455 6.50562 -8.58742 -2.08180
1.75000 -1.13786 2.81163 -1.48773 -0.38456 6.96347 -9.04527 -2.08180
1.76000 -1.10948 2.86330 -1.49119 -0.30622 7.43167 -9.51346 -2.08180
1.77000 -1.08061 2.91045 -1.49383 -0.21962 7.90944 -9.99124 -2.08180
1.78000 -1.05129 2.95319 -1.49556 -0.12493 8.39603 -10.47783 -2.08180
1.79000 -1.02156 2.99165 -1.49630 -0.02237 8.89069 -10.97249 -2.08180
1.80000 -0.99147 3.02593 -1.49598 0.08779 9.39267 -11.47447 -2.08180
1.81000 -0.96105 3.05615 -1.49452 0.20526 9.90126 -11.98305 -2.08180
1.82000 -0.93036 3.08238 -1.49185 0.32972 10.41572 -12.49751 -2.08180
1.83000 -0.89942 3.10469 -1.48790 0.46084 10.93535 -13.01715 -2.08180
1.84000 -0.86828 3.12307 -1.48261 0.59830 11.45947 -13.54126 -2.08180
1.85000 -0.83697 3.13753 -1.47592 0.74176 11.98738 -14.06917 -2.08180
1.86000 -0.80554 3.14798 -1.46776 0.89090 12.51841 -14.60021 -2.08180
1.87000 -0.77402 3.15434 -1.45808 1.04539 13.05191 -15.13370 -2.08180
1.88000 -0.74247 3.15645 -1.44684 1.20490 13.58722 -15.66901 -2.08180
1.89000 -0.71091 3.15414 -1.43397 1.36911 14.12371 -16.20550 -2.08180
1.90000 -0.67940 3.14719 -1.41944 1.53770 14.66074 -16.74254 -2.08180
1.91000 -0.64798 3.13536 -1.40320 1.71035 15.19771 -17.27950 -2.08180
1.92000 -0.61671 3.11836 -1.38522 1.88673 15.73400 -17.81580 -2.08180
1.93000 -0.58563 3.09591 -1.36546 2.06654 16.26903 -18.35083 -2.08180
1.94000 -0.55481 3.06768 -1.34388 2.24946 16.80222 -18.88402 -2.08180
1.95000 -0.52430 3.03335 -1.32046 2.43518 17.33299 -19.41479 -2.08180
1.96000 -0.49417 2.99259 -1.29517 2.62341 17.86079 -19.94259 -2.08180
1.97000 -0.46447 2.94507 -1.26798 2.81386 18.38506 -20.46685 -2.08180
1.98000 -0.43529 2.89046 -1.23888 3.00629 18.90524 -20.98703 -2.08180
1.99000 -0.40669 2.82845 -1.20785 3.20045 19.42077 -21.50257 -2.08180
2.00000 -0.37874 2.75875 -1.17487 3.39614 19.93110 -22.01289 -2.08180
2.01000 -0.35154 2.68111 -1.13992 3.59321 20.43562 -22.51741 -2.08180
2.02000 -0.32515 2.59529 -1.10300 3.79152 20.93371 -23.01550 -2.08180
2.03000 -0.29966 2.50114 -1.06409 3.99102 21.42469 -23.50648 -2.08179
2.04000 -0.27515 2.39854 -1.02318 4.19166 21.90781 -23.98961 -2.08179
2.05000 -0.25172 2.28745 -0.98025 4.39344 22.38225 -24.46404 -2.08179
2.06000 -0.22943 2.16794 -0.93530 4.59641 22.84704 -24.92883 -2.08179
2.07000 -0.20839 2.04019 -0.88832 4.80057 23.30108 -25.38288 -2.08179
2.08000 -0.18866 1.90455 -0.83929 5.00591 23.74310 -25.82490 -2.08179
2.09000 -0.17032 1.76160 -0.78820 5.21230 24.17159 -26.25338 -2.08179
2.10000 -0.15345 1.61216 -0.73504 5.41944 24.58478 -26.66657 -2.08179
2.11000 -0.13809 1.45748 -0.67981 5.62667 24.98060 -27.06239 -2.08180
2.12000 -0.12431 1.29929 -0.62251 5.83286 25.35663 -27.43843 -2.08180
2.13000 -0.11211 1.13995 -0.56316 6.03619 25.71009 -27.79189 -2.08180
2.14000 -0.10150 0.98268 -0.50180 6.23387 26.03781 -28.11960 -2.08180
2.15000 -0.09244 0.83160 -0.43851 6.42196 26.33625 -28.41804 -2.08180
2.16000 -0.08483 0.69189 -0.37341 6.59522 26.60161 -28.68341 -2.08180
2.17000 -0.07854 0.56958 -0.30668 6.74716 26.82999 -28.91179 -2.08180
2.18000 -0.07336 0.47123 -0.23857 6.87052 27.01759 -29.09939 -2.08180
2.19000 -0.06902 0.40315 -0.16939 6.95809 27.16109 -29.24289 -2.08179
2.20000 -0.06518 0.37044 -0.09954 7.00396 27.25798 -29.33977 -2.08179
2.21000 -0.06148 0.37596 -0.02946 7.00476 27.30688 -29.38867 -2.08179
2.22000 -0.05753 0.41974 0.04040 6.96046 27.30774 -29.38953 -2.08179
2.23000 -0.05297 0.49894 0.10961 6.87434 27.26182 -29.34362 -2.08180
2.24000 -0.04745 0.60851 0.17777 6.75222 27.17152 -29.25332 -2.08180
2.25000 -0.04072 0.74218 0.24456 6.60120 27.04005 -29.12184 -2.08180
2.26000 -0.03255 0.89344 0.30972 6.42845 26.87104 -28.95284 -2.08180
2.27000 -0.02281 1.05626 0.37307 6.24035 26.66828 -28.75008 -2.08180
2.28000 -0.01140 1.22549 0.43449 6.04204 26.43542 -28.51722 -2.08180
2.29000 0.00171 1.39700 0.49389 5.83736 26.17582 -28.25762 -2.08180
2.30000 0.01653 1.56757 0.55123 5.62902 25.89249 -27.97429 -2.08180
2.31000 0.03305 1.73482 0.60647 5.41876 25.58804 -27.66984 -2.08180
2.32000 0.05121 1.89698 0.65960 5.20766 25.26471 -27.34651 -2.08180
2.33000 0.07097 2.05281 0.71062 4.99631 24.92439 -27.00618 -2.08180
2.34000 0.09224 2.20142 0.75953 4.78498 24.56864 -26.65043 -2.08180
2.35000 0.11497 2.34223 0.80632 4.57378 24.19876 -26.28056 -2.08180
2.36000 0.13906 2.47486 0.85100 4.36269 23.81585 -25.89765 -2.08180
2.37000 0.16444 2.59911 0.89357 4.15169 23.42079 -25.50259 -2.08180
2.38000 0.19102 2.71490 0.93404 3.94076 23.01432 -25.09612 -2.08180
2.39000 0.21871 2.82225 0.97239 3.72991 22.59707 -24.67886 -2.08180
2.40000 0.24743 2.92128 1.00863 3.51921 22.16956 -24.25135 -2.08180
2.41000 0.27711 3.01217 1.04277 3.30877 21.73225 -23.81405 -2.08180
2.42000 0.30765 3.09514 1.07481 3.09876 21.28556 -23.36736 -2.08180
2.43000 0.33898 3.17048 1.10475 2.88942 20.82987 -22.91167 -2.08180
2.44000 0.37103 3.23848 1.13260 2.68100 20.36554 -22.44734 -2.08180
2.45000 0.40373 3.29948 1.15838 2.47384 19.89292 -21.97471 -2.08180
2.46000 0.43700 3.35382 1.18208 2.26828 19.41236 -21.49415 -2.08180
2.47000 0.47079 3.40185 1.20375 2.06472 18.92422 -21.00602 -2.08180
2.48000 0.50502 3.44391 1.22339 1.86357 18.42888 -20.51068 -2.08180
2.49000 0.53965 3.48031 1.24103 1.66528 17.92673 -20.00853 -2.08180
2.50000 0.57461 3.51135 1.25670 1.47033 17.41817 -19.49997 -2.08180
2.51000 0.60986 3.53728 1.27045 1.27923 16.90364 -18.98544 -2.08180
2.52000 0.64534 3.55832 1.28230 1.09251 16.38359 -18.46538 -2.08180
2.53000 0.68101 3.57460 1.29232 0.91076 15.85849 -17.94029 -2.08180
2.54000 0.71681 3.58621 1.30054 0.73458 15.32887 -17.41067 -2.08180
2.55000 0.75271 3.59315 1.30703 0.56466 14.79526 -16.87705 -2.08180
2.56000 0.78866 3.59534 1.31185 0.40170 14.25824 -16.34004 -2.08180
2.57000 0.82460 3.59262 1.31509 0.24649 13.71844 -15.80024 -2.08180
2.58000 0.86050 3.58472 1.31681 0.09985 13.17654 -15.25834 -2.08180
2.59000 0.89628 3.57133 1.31712 -0.03737 12.63326 -14.71506 -2.08180
2.60000 0.93190 3.55203 1.31610 -0.16427 12.08942 -14.17121 -2.08180
2.61000 0.96730 3.52638 1.31387 -0.28001 11.54586 -13.62766 -2.08180
2.62000 1.00241 3.49394 1.31054 -0.38377 11.00356 -13.08535 -2.08180
2.63000 1.03715 3.45428 1.30623 -0.47486 10.46352 -12.54532 -2.08180
2.64000 1.07147 3.40705 1.30109 -0.55278 9.92687 -12.00866 -2.08180
2.65000 1.10527 3.35202 1.29522 -0.61724 9.39477 -11.47656 -2.08180
2.66000 1.13848 3.28913 1.28879 -0.66825 8.86846 -10.95026 -2.08180
2.67000 1.17103 3.21849 1.28190 -0.70615 8.34922 -10.43101 -2.08180
2.68000 1.20283 3.14043 1.27470 -0.73160 7.83834 -9.92014 -2.08180
2.69000 1.23381 3.05548 1.26731 -0.74556 7.33712 -9.41892 -2.08180
2.70000 1.26392 2.96430 1.25983 -0.74925 6.84681 -8.92861 -2.08180
2.71000 1.29308 2.86772 1.25235 -0.74408 6.36861 -8.45041 -2.08180
2.72000 1.32126 2.76661 1.24497 -0.73156 5.90364 -7.98544 -2.08180
2.73000 1.34840 2.66186 1.23774 -0.71324 5.45293 -7.53472 -2.08180
2.74000 1.37448 2.55435 1.23072 -0.69058 5.01739 -7.09918 -2.08180
2.75000 1.39948 2.44490 1.22394 -0.66496 4.59783 -6.67963 -2.08180
2.76000 1.42338 2.33422 1.21743 -0.63763 4.19496 -6.27676 -2.08180
2.77000 1.44616 2.22295 1.21119 -0.60963 3.80937 -5.89117 -2.08180
2.78000 1.46784 2.11159 1.20523 -0.58187 3.44155 -5.52335 -2.08180
2.79000 1.48840 2.00058 1.19955 -0.55507 3.09191 -5.17371 -2.08180
2.80000 1.50785 1.89023 1.19413 -0.52979 2.76077 -4.84257 -2.08180
2.81000 1.52620 1.78079 1.18895 -0.50646 2.44839 -4.53018 -2.08180
2.82000 1.54347 1.67243 1.18399 -0.48538 2.15495 -4.23675 -2.08180
2.83000 1.55966 1.56526 1.17923 -0.46675 1.88060 -3.96240 -2.08180
2.84000 1.57478 1.45933 1.17465 -0.45068 1.62545 -3.70725 -2.08180
2.85000 1.58885 1.35466 1.17021 -0.43720 1.38956 -3.47136 -2.08180
2.86000 1.60188 1.25125 1.16589 -0.42631 1.17297 -3.25477 -2.08180
2.87000 1.61388 1.14904 1.16167 -0.41792 0.97569 -3.05749 -2.08180
2.88000 1.62486 1.04800 1.15753 -0.41194 0.79773 -2.87953 -2.08180
2.89000 1.63484 0.94803 1.15343 -0.40822 0.63907 -2.72087 -2.08180
2.90000 1.64382 0.84907 1.14936 -0.40662 0.49969 -2.58149 -2.08180
2.91000 1.65182 0.75101 1.14529 -0.40696 0.37957 -2.46137 -2.08180
2.92000 1.65885 0.65376 1.14121 -0.40903 0.27868 -2.36048 -2.08180
2.93000 1.66490 0.55721 1.13710 -0.41265 0.19698 -2.27878 -2.08180
2.94000 1.66999 0.46127 1.13295 -0.41760 0.13445 -2.21625 -2.08180
2.95000 1.67413 0.36581 1.12875 -0.42367 0.09107 -2.17286 -2.08180
2.96000 1.67731 0.27075 1.12448 -0.43063 0.06680 -2.14860 -2.08180
2.97000 1.67954 0.17596 1.12013 -0.43826 0.06164 -2.14343 -2.08180
2.98000 1.68083 0.08133 1.11571 -0.44633 0.07556 -2.15736 -2.08180
2.99000 1.68117 -0.01323 1.11120 -0.45461 0.10857 -2.19037 -2.08180
3.00000 1.68057 -0.10783 1.10662 -0.46286 0.16066 -2.24246 -2.08180
3.01000 1.67901 -0.20259 1.10195 -0.47085 0.23183 -2.31363 -2.08180
3.02000 1.67651 -0.29761 1.09720 -0.47834 0.32211 -2.40390 -2.08180
3.03000 1.67306 -0.39298 1.09238 -0.48510 0.43149 -2.51329 -2.08180
3.04000 1.66865 -0.48883 1.08750 -0.49089 0.56001 -2.64180 -2.08180
3.05000 1.66328 -0.58524 1.08257 -0.49547 0.70768 -2.78948 -2.08180
3.06000 1.65695 -0.68232 1.07760 -0.49859 0.87453 -2.95633 -2.08180
3.07000 1.64963 -0.78017 1.07260 -0.50001 1.06060 -3.14240 -2.08180
3.08000 1.64134 -0.87889 1.06761 -0.49950 1.26591 -3.34771 -2.08180
3.09000 1.63205 -0.97858 1.06262 -0.49682 1.49048 -3.57228 -2.08180
3.10000 1.62176 -1.07933 1.05768 -0.49172 1.73435 -3.81614 -2.08180
3.11000 1.61046 -1.18124 1.05280 -0.48398 1.99752 -4.07931 -2.08180
3.12000 1.59814 -1.28440 1.04801 -0.47336 2.28000 -4.36180 -2.08180
3.13000 1.58477 -1.38890 1.04334 -0.45965 2.58179 -4.66359 -2.08180
3.14000 1.57035 -1.49484 1.03882 -0.44263 2.90287 -4.98467 -2.08180
3.15000 1.55487 -1.60228 1.03450 -0.42211 3.24319 -5.32499 -2.08180
